X,Y,count,company_or,addressori,city_1,county,zip,ptinum,approved,rop,srn,naicscode,naicstitle,notes,addressgeo,year,srnunique,ROPNAME
-85.07789897970,42.76482598050,1,CARBON GREEN BIOENERGY,7795 SADDLEBAG LAKE ROAD,LAKE ODESSA,BARRY,48849,258-04I,18oct2021,0,N7412,325193,Ethyl Alcohol Manufacturing,,7795 SADDLEBAG LAKE ROAD,2021,N7412,
-82.49225502020,42.76641200430,1,DTE ELECTRIC COMPANY,4505 KING ROAD - BELLE RIVER PEAKERS,CHINA,ST. CLAIR,48054,116-01B,19jul2021,1,B2796,221112,Fossil Fuel Electric Power Generation,,4505 KING ROAD,2021,B2796,DTE Electric Company - St. Clair/Belle River Power Plant
-86.09220213540,42.80256537390,1,"LAKE MICHIGAN CREMATORY, INC",166 5TH AVENUE,HOLLAND,OTTAWA,49424,12-12E,17mar2021,0,P0314,0,,,166 5TH AVENUE,2021,P0314,
-86.00131196250,42.81240744650,1,"MEAD JOHNSON & COMPANY, LLC",725 E MAIN STREET,ZEELAND,OTTAWA,49464,81-21,26oct2021,1,A5858,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",,725 E MAIN STREET,2021,A5858,Mead Johnson & Co.
-86.03253956040,42.81269212590,1,ZEELAND BPW,495 W WASHINGTON AVENUE,ZEELAND,OTTAWA,49464,40-21,01jul2021,0,P1183,0,,,495 W WASHINGTON AVENUE,2021,P1183,
-83.78231465990,42.81504384840,1,QUICK-SAV FOOD STORES / BEACON & BRIDGE MARKETS,111 / 109 N BRIDGE STREET,LINDEN,GENESEE,48451,104-21,07dec2021,0,P1246,0,,General PTI,109 N BRIDGE STREET,2021,P1246,
-85.72299581290,42.81529828110,1,ATLAS ROOFING CORPORATION,8240 BYRON CENTER ROAD - ATLAS MOLDED PRODUCTS DIVISION,BYRON CENTER,KENT,49315,82-21,28oct2021,1,N1794,326140,Polystyrene Foam Product Manufacturing,,8240 BYRONCENTER ROAD,2021,N1794,"Atlas EPS, Div. of Atlas Roofing"
-82.48670083590,42.81847602820,1,"CARGILL SALT, INC",916 S RIVERSIDE AVENUE,SAINT CLAIR,SAINT CLAIR,48079,56-21,13aug2021,0,A6240,311942,Spice and Extract Manufacturing,,916 S RIVERSIDE AVENUE,2021,A6240,
-83.57023988170,42.82325851700,1,QUIKRETE-FLINT,14311 CMI DRIVE,HOLLY,OAKLAND,48442,530-96G,28jun2021,0,B1945,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,,14311 CMI DRIVE,2021,B1945,
-86.01723397430,42.82472201290,1,GENTEX CORPORATION,600 N CENTENNIAL STREET,ZEELAND,OTTAWA,49464,57-21,18aug2021,1,N1888,336390,Other Motor Vehicle Parts Manufacturing,,600 N CENTENNIAL STREET,2021,N1888,Gentex Corporation
-85.97967181370,42.82760992910,2,"S & M GRAVEL, INC",3246 80TH AVENUE,ZEELAND,OTTAWA,49464,58-21,23aug2021,0,N7385,212321,Construction Sand and Gravel Mining,,3246 80TH AVENUE,2021,N7385,
-82.88518699020,42.82954487620,1,KRAUSE VETERINARY CLINIC,72025 NORTH AVENUE,ARMADA,MACOMB,48005,11-21,14apr2021,0,P1160,0,,,72025 NORTH AVENUE,2021,P1160,
-85.55915793660,42.84105410930,1,SILICONATURE CORPORATION,4255 68TH STREET SE,CALEDONIA,KENT,48174,158-16B,27apr2021,0,P0742,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,,4255 68TH STREET SE,2021,P0742,
-82.49739430030,42.85237948540,1,MAGNA ELECTRIC VEHICLE STRUCTURES - MICHIGAN,1811 S RANGE ROAD,SAINT CLAIR,SAINT CLAIR,48079,24-21,22jun2021,0,P1199,0,,General PTI,1811 S RANGE ROAD,2021,P1199,
-85.55737703370,42.86903747030,1,"LACKS INDUSTRIES, INC",4375 52ND STREET SE,KENTWOOD,KENT,49512,110-18A,29mar2021,1,N2079,336390,Other Motor Vehicle Parts Manufacturing,,4375 52ND STREET SE,2021,N2079,"Lacks Industries, 52nd Street"
-85.53079298950,42.87371398550,1,SPARKS BELTING COMPANY,5005 KRAFT AVENUE,GRAND RAPIDS,KENT,49512,182-20,29apr2021,0,P1156,0,,,5005 KRAFT AVENUE,2021,P1156,
-85.62318083200,42.88019683350,1,PET CREMATION SERVICES OF WEST MICHIGAN,"1649 VIEWPOND DRIVE SE - GRAND RAPIDS CREMATORY, INC",KENTWOOD,KENT,48001,183-20,29jan2021,0,P1090,0,,,1649 VIEWPOND DRIVE SE,2021,P1090,
-83.63056767900,42.88289833020,1,"DAG TECHNOLOGY, INC",10168 N HOLLY ROAD,HOLLY,GENESEE,48442,59-21,26aug2021,0,P1191,0,,,10168 N HOLLY ROAD,2021,P1191,
-85.56931554600,42.88892261350,2,"ALLIED FINISHING, INC",4100 BROADMOOR AVENUE SE,GRAND RAPIDS,KENT,49512,349-01G,16nov2021,0,B6196,0,,,4100 BROADMOOR AVENUE SE,2021,B6196,
-85.56931554600,42.88892261350,2,"ALLIED FINISHING, INC",4100 BROADMOOR AVENUE SE,GRAND RAPIDS,KENT,49512,349-01F,19may2021,0,B6196,0,,,4100 BROADMOOR AVENUE SE,2021,B6196,
-82.67472354210,42.89052929700,1,BLUEWATER GAS STORAGE FACILITY,333 S WALES CENTER ROAD,COLUMBUS TOWNSHIP,SAINT CLAIR,48603,77-14C,08mar2021,0,N7303,486210,Pipeline Transportation of Natural Gas,,333 S WALES CENTER ROAD,2021,N7303,
-85.64573410000,42.89647150000,1,BODYCOTE,3700 EASTERN AVENUE SE,GRAND RAPIDS,KENT,49508,98-13B,8/2/2021,0,N6740,0,,,3700 EASTERN AVENUE SE,2021,N6740,
-85.65782601280,42.90057253690,1,"RACK PROCESSING MICHIGAN, LLC",3513 LOUSMA DRIVE SE,WYOMING,KENT,49548,3-11D,01jul2021,1,N7679,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,3513 LOUSMA DRIVE SE,2021,N7679,"Rack Processing Michigan, LLC"
-85.65365340000,42.90511210000,1,STATE HEAT TREATING COMPANY,520 32ND STREET SE,GRAND RAPIDS,KENT,49548,109-21,12/14/2021,0,P1208,0,,General PTI,520 32ND STREET SE,2021,P1208,
-85.73713641880,42.90640663490,1,"HARBOR FOAM, INC",2950 PRAIRIE STREET SW SUITE 300,GRANDVILLE,KENT,49418,35-07C,24aug2021,1,N7754,326140,Polystyrene Foam Product Manufacturing,,2950 PRAIRIE STREET SW,2021,N7754,Harbor Foam
-85.65959400760,42.91094698610,1,KEEBLER COMPANY,310 28TH STREET SE,GRAND RAPIDS,KENT,49548,206-08I,14jan2021,0,B4395,311821,Cookie and Cracker Manufacturing,,310 28TH STREET SE,2021,B4395,
-85.66176282510,42.91288827680,1,"BIMBO BAKERIES USA, INC",210 28TH STREET SE,GRAND RAPIDS,KENT,49510,14-97E,24jun2021,0,B4394,311812,Commercial Bakeries,,210 28TH STREET SE,2021,B4394,
-85.67442025320,42.91483618920,1,"GILMORE, INC",321 TERMINAL STREET SW,WYOMING,KENT,49548,36-96C,15jan2021,0,N5877,337211,Wood Office Furniture Manufacturing,,321 TERMINAL STREET SW,2021,N5877,
-86.20680596970,42.91704700000,1,CONSUMERS ENERGY COMPANY,17000 CROSWELL STREET - J H CAMPBELL PLANT,WEST OLIVE,OTTAWA,49460,39-15A,26mar2021,1,B2835,221112,Fossil Fuel Electric Power Generation,Rolled into ROP,17000 CROSWELL STREET,2021,B2835,Consumers Energy - JH Campbell Plant
-86.02716300920,42.91923098870,1,HILLSHIRE BRANDS COMPANY,8300 96TH AVENUE,ZEELAND,OTTAWA,49464,270-96D,17jun2021,0,A5806,311612,Meat Processed from Carcasses,,8300 96TH AVENUE,2021,A5806,
-85.70561174570,42.92299316400,1,"G M COMPONENTS HOLDINGS, LLC",2100 BURLINGAME AVENUE SW,WYOMING,KENT,49509,85-19C,05feb2021,0,A2620,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,,2100 BURLINGAME AVENUE SW,2021,A2620,
-82.45850017410,42.93111891620,1,"T I GROUP AUTOMOTIVE SYSTEMS, LLC",184 GRATIOT BLVD,MARYSVILLE,SAINT CLAIR,48040,42-21,16jul2021,0,N5061,336340,Motor Vehicle Brake System Manufacturing,,184 GRATIOT BLVD,2021,N5061,
-85.65851768740,42.93446480430,1,"WILLIAM DICKERSON TRUCKING, INC",1601 MADISON AVENUE,GRAND RAPIDS,KENT,49503,68-21,16sep2021,0,N7979,0,,,1601 MADISON AVENUE,2021,N7979a,
-85.66946554260,42.93547478180,1,"AMERICHEM OF MICHIGAN, INC",55 COTTAGE GROVE STREET SW,GRAND RAPIDS,KENT,49507,17-21,26may2021,0,B5644,0,,,55 COTTAGE GROVE STREET SW,2021,B5644,
-85.70095274860,42.94071334550,1,RELIANCE FINISHING COMPANY,1236 JUDD STREET SW,GRAND RAPIDS,KENT,49509,306-96C,01feb2021,0,N3554,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,1236 JUDD STREET SW,2021,N3554,
-82.48728702280,42.95098709220,1,TECHNI-COMP COMPOSTING SPECIALIST,4152 DOVE ROAD,PORT HURON,SAINT CLAIR,48060,44-21,03aug2021,0,P1214,0,,General PTI,4152 DOVE ROAD,2021,P1214,
-82.44770302550,42.95194614350,1,MICHIGAN METAL COATINGS,2015 DOVE STREET,PORT HURON,SAINT CLAIR,48060,24-19B,27may2021,0,N0950,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,2015 DOVE STREET,2021,N0950,
-85.48892194660,42.95743419460,1,"ACCESS BUSINESS GROUP, LLC",7575 FULTON STREET EAST,ADA,KENT,49355,93-21,16nov2021,1,A2402,325611,Soap and Other Detergent Manufacturing,,7575 FULTON STREET EAST,2021,A2402,Access Business Group
-85.88883109340,42.96135025400,1,GRAND VALLEY STATE UNIVERSITY,1 CAMPUS DRIVE - 123 SERVICE BUILDING,ALLENDALE,OTTAWA,49401,182-84B,07jun2021,0,G7126,611310,"Colleges, Universities, and Professional Schools",,1 CAMPUS DRIVE,2021,G7126,
-85.64085830000,42.97212710000,1,"HUTCHINSON ANTIVIBRATION SYSTEMS, INC",460 FULLER AVENUE NE,GRAND RAPIDS,KENT,49503,49-18A,10/20/2021,1,E5094,336390,Other Motor Vehicle Parts Manufacturing,,460 FULLER AVENUE NE,2021,E5094,"Hutchinson Antivibration Systems, Inc."
-85.67129237840,42.97588976240,1,"WILLIAM DICKERSON TRUCKING, INC",706 BOND AVENUE NW,GRAND RAPIDS,KENT,49503,43-21,29jul2021,0,N7979,0,,,706 BOND AVENUE NW,2021,N7979b,
-85.68114740110,42.97707249080,1,OLIVER HEALTHCARE PACKAGING,445 6TH STREET NW,GRAND RAPIDS,KENT,49504,102-17A,22feb2021,0,B6712,322220,Paper Bag and Coated and Treated Paper Manufacturing,,445 6TH STREET NW,2021,B6712,
-85.68552417950,42.99240659600,1,PITSCH COMPANIES,675 RICHMOND STREET NW,GRAND RAPIDS,KENT,49504,74-21,05oct2021,0,P1228,0,,General PTI,675 RICHMOND STREET NW,2021,P1228,
-83.68365991100,42.99916488260,1,"MT CRUSHMOR, LLC",2420 S GRAND TRAVERSE,FLINT,GENESEE,48503,1-21,28jan2021,0,P1164,0,,General PTI,2420 S GRAND TRAVERSE,2021,P1164,
-84.55047996000,43.01940198200,1,"MWC, LLC",1640 TECHNICAL DRIVE - 1660 TECHNICAL DRIVE PROLIANT,SAINT JOHNS,CLINTON,48879,145-18A,15oct2021,0,P0954,0,,,1640 TECHNICAL DRIVE,2021,P0954,
-85.44084650000,43.02058530000,1,"DYNAMIC CRUSHING, LLC",3033 MCCABE AVENUE NORTHEAST,ADA,KENT,49301,110-21,12/14/2021,0,P1249,0,,General PTI,3033 MCCABE AVENUE NORTHEAST,2021,P1249,
-83.70485724120,43.02210267310,1,HURLEY MEDICAL CENTER,1 HURLEY PLAZA,FLINT,GENESEE,48503,47-07C,15may2021,0,D3598,622110,General Medical and Surgical Hospitals,,1 HURLEY PLAZA,2021,D3598,
-83.68974995040,43.02350006210,1,"BURNASH WRECKING, INC",1620 INDUSTRIAL AVENUE & 3026 ROBERT T LONGWAY BLVD,FLINT,GENESEE,48506,108-20,02feb2021,0,P1148,0,,,1620 INDUSTRIAL AVENUE & 3026 ROBERT T LONGWAY BLVD,2021,P1148,
-82.94569603300,43.03764301490,1,ANR PIPELINE COMPANY,4876 KETTLEHUT ROAD,CAPAC,SAINT CLAIR,48014,136-20,31mar2021,0,B6481,486210,Pipeline Transportation of Natural Gas,,4876 KETTLEHUT ROAD,2021,B6481,
-83.28697402180,43.04922500300,1,MOLD MASTERS COMPANY,1455 IMLAY CITY ROAD,LAPEER,LAPEER,48446,368-06D,29jan2021,0,A2809,336390,Other Motor Vehicle Parts Manufacturing,,1455 IMLAY CITY ROAD,2021,A2809,
-85.95737000000,43.05138040000,1,"ENERGY DEVELOPMENTS COOPERSVILLE, LLC",15550 68TH AVENUE,COOPERSVILLE,OTTAWA,49404,118-20,11/30/2021,1,N3294,562212,Solid Waste Landfill,,15550 68TH AVENUE,2021,N3294,Ottawa County Farms Landfill
-86.20118598740,43.05309748420,1,SEAVER INDUSTRIAL FINISHING,1645 MARION STREET,GRAND HAVEN,OTTAWA,49417,70-05D,17mar2021,0,B7352,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,1645 MARION STREET,2021,B7352,
-85.11534137560,43.06309002860,1,"BRIGHTMARK WILLOW POINT RNG, LLC",5301 FLANNIGAN ROAD,ORLEANS,IONIA,48886,185-20,06may2021,0,P1157,0,,,5301 FLANNIGAN ROAD,2021,P1157,
-83.27632372420,43.06433966990,1,KAMAX LP,1194 ROODS LAKE ROAD,LAPEER,LAPEER,48446,65-21,10sep2021,0,N7835,0,,,1194 ROODSLAKE ROAD,2021,N7835,
-86.15738534660,43.07071435870,1,"SEAL BOND, LLC",14851 MICHAEL LANE,SPRING LAKE,OTTAWA,49456,95-11F,08sep2021,0,P0219,0,,,14851 MICHAEL LANE,2021,P0219,
-86.22522168490,43.07409409490,1,GRAND HAVEN BOARD OF LIGHT & POWER,1231 N 3RD STREET,GRAND HAVEN,OTTAWA,49417,88-21,05nov2021,0,B1976,221112,Fossil Fuel Electric Power Generation,,1231 N 3RD STREET,2021,B1976,
-83.66869989020,43.07821600000,1,AJAX MATERIALS CORPORATION,5088 ENERGY DRIVE,GENESEE CHARTER TOWNSHIP,GENESEE,48505,90-21,15nov2021,0,P1171,0,,,5088 ENERGY DRIVE,2021,P1171,
-83.66839369930,43.08229416750,1,"UNIVERSAL COATING, INC",5204 ENERGY DRIVE,FLINT,GENESEE,48505,184-20,09mar2021,1,N7256,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,5204 ENERGY DRIVE,2021,N7256,"Universal Coating, Inc."
-83.67439706980,43.08604217740,1,"BUCKEYE TERMINALS, LLC",G5340 N DORT HIGHWAY - FLINT TERMINAL,FLINT,GENESEE,48505,138-05D,10may2021,0,B9081,493190,Other Warehousing and Storage,,G5340 N DORT HIGHWAY,2021,B9081,
-85.98174700790,43.09857199110,1,"BRIGHTMARK CASTOR RNG, LLC",18080 80TH AVENUE,COOPERSVILLE,OTTAWA,49404,68-20A,08nov2021,0,P1125,0,,,18080 80TH AVENUE,2021,P1125,
-84.87438896900,43.17731745690,1,BRUCE WALDRON EXCAVATING,10101 E CARSON CITY ROAD,CARSON CITY,MONTCALM,48811,28-21,21jun2021,0,P1166,0,,,10101 E CARSONCITY ROAD,2021,P1166a,
-85.18781104370,43.18403211570,1,"BRIGHTMARK MEADOW ROCK RNG, LLC",7691 RUSSEL ROAD,GREENVILLE,MONTCALM,48838,186-20,22apr2021,0,P1152,0,,,7691 RUSSEL ROAD,2021,P1152,
-85.23775645780,43.19964035100,1,"DICASTAL NORTH AMERICA, INC",1 DICASTAL DRIVE,GREENVILLE,MONTCALM,48838,78-15H,16feb2021,0,N7688,331523,Nonferrous Metal Die-Casting Foundries,,1 DICASTAL DRIVE,2021,N7688,
-86.29328097510,43.20159589090,1,"M ARGUESO & COMPANY, INC dba PARAMELT",2817 MCCRACKEN STREET,NORTON SHORES,MUSKEGON,49441,57-07D,14may2021,0,N7764,324199,All Other Petroleum and Coal Products Manufacturing,,2817 MCCRACKEN STREET,2021,N7764,
-84.72840735050,43.20856395120,1,"DOUBLE EAGLE RNG, LLC",5742 S PENDELL ROAD,MIDDLETON,GRATIOT,48856,50-21,09aug2021,0,P1193,0,,,5742 S PENDELL ROAD,2021,P1193,
-82.61462703470,43.26669000240,1,MICHIGAN SUGAR COMPANY,159 S HOWARD AVENUE,CROSWELL,SANILAC,48422,90-20,19jan2021,1,B2876,311313,Beet Sugar Manufacturing,Rolled into ROP,159 S HOWARD AVENUE,2021,B2876,Michigan Sugar Company - Croswell Factory
-83.86415053990,43.28003882180,1,"NORTH AMERICAN NATURAL RESOURCES, INC",4516 RATHBUN ROAD,BIRCH RUN,SAGINAW,48415,13-20A,21jul2021,1,N5397,562212,Solid Waste Landfill,Rolled into ROP,4516 RATHBUN ROAD,2021,N5397,"Waste Management  - People's Landfill North American Natural Resources, Inc. - People's Generating Station"
-82.61803878780,43.28214540860,1,TECHNI-COMP COMPOSTING SPECIALIST,261 MILLS ROAD,CROSWELL,SANILAC,48422,48-21,09aug2021,0,P1213,0,,,261 MILLS ROAD,2021,P1213,
-84.57430803430,43.29163253460,1,"ZFS ITHACA, LLC",1266 E WASHINGTON ROAD,ITHACA,GRATIOT,48847,20-17C,19apr2021,1,P0788,311224,Soybean and Other Oilseed Processing,Revised,1266 E WASHINGTON ROAD,2021,P0788,"ZFS Ithaca, LLC"
-82.97639927970,43.31416899960,1,"GOMA RNG, LLC",3875 AITKEN ROAD,MARLETTE,SANILAC,48453,49-21,09aug2021,0,P1192,0,,,3875 AITKEN ROAD,2021,P1192,
-84.14128600810,43.34581634190,1,POREX TECHNOLOGIES CORPORATION,5301 S GRAHAM ROAD,SAINT CHARLES,SAGINAW,48655,470-93E,30aug2021,0,N3900,0,,,5301 S GRAHAM ROAD,2021,N3900,
-86.37231000060,43.40977701050,1,"ALUDYNE MONTAGUE, LLC",5353 WILCOX STREET,MONTAGUE,MUSKEGON,49437,41-00F,02feb2021,0,B1925,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,5353 WILCOX STREET,2021,B1925,
-83.91983897610,43.45004199700,1,GENERAL MOTORS CORPORATION,1629 N WASHINGTON AVENUE - SAGINAW METAL CASTING OPERATIONS,SAGINAW,SAGINAW,48601,36-12L,14oct2021,1,B1991,331524,Aluminum Foundries (except Die-Casting),,1629 N WASHINGTON AVENUE,2021,B1991,General Motors - Saginaw Metal Casting
-83.92275688420,43.45895095420,1,"WEBER SAND & GRAVEL, INC",3666 CARROLTON ROAD,CARROLTON,SAGINAW,48724,4-21,11feb2021,0,P0755,212321,Construction Sand and Gravel Mining,,3666 CARROLTON ROAD,2021,P0755A,
-84.77288697140,43.45906989340,1,BRUCE WALDRON EXCAVATING,8340 PARKS ROAD,ELWELL,GRATIOT,48832,85-21,09nov2021,0,P1166,0,,General PTI,8340 PARKS ROAD,2021,P1166b,
-85.97704207800,43.46018066330,1,"GENERATE FREMONT DIGESTER, LLC",1634 LOCUST STREET,FREMONT,NEWAYGO,49412,378-08B,25jan2021,0,N8210,0,,,1634 LOCUST STREET,2021,N8210,
-83.41644863640,43.47200074150,1,"CHAMPAGNE & MARX EXCAVATING, INC",1342 PROSPECT AVENUE,CARO,TUSCOLA,48723,31-21,25jun2021,0,N6709,0,,,1342 PROSPECT AVENUE,2021,N6709,
-82.95964896820,43.49224399940,1,"ZWEMMER ROTO-Z RNG, LLC",3364 MUSHROOM ROAD,SNOVER,SANILAC,48472,47-21,04aug2021,0,P1206,0,,,3364 MUSHROOM ROAD,2021,P1206,
-84.67565088150,43.52410272790,1,BRUCE WALDRON EXCAVATING,8000 E BLANCHARD ROAD,SHEPHERD,ISABELLA,48883,5-21,17feb2021,0,P1166,0,,,8000 E BLANCHARD ROAD,2021,P1166c,
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2514 & 424 BUILDINGS,MIDLAND,MIDLAND,48686,92-21,16nov2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303 BUILDING,MIDLAND,MIDLAND,48686,160-20,23sep2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 212 BUILDING,MIDLAND,MIDLAND,48686,108-18A,03jun2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 321 BUILDING,MIDLAND,MIDLAND,48686,174-12B,28jun2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2505 BUILDING,MIDLAND,MIDLAND,48686,161-20,29sep2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 212 BUILDING,MIDLAND,MIDLAND,48686,63-14B,16sep2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 501 BUILDING,MIDLAND,MIDLAND,48686,437-90C,29jun2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 207 BUILDING,MIDLAND,MIDLAND,48686,170-20,14may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2504 BUILDING,MIDLAND,MIDLAND,48686,140-20,24may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 207 BUILDING,MIDLAND,MIDLAND,48686,171-20,19may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 505 BUILDING,MIDLAND,MIDLAND,48686,162-20,12may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,"3901 S SAGINAW ROAD - MICHIGAN OPERATIONS, 207 BUILDING",MIDLAND,MIDLAND,48686,156-06E,22apr2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 212 BUILDING,MIDLAND,MIDLAND,48686,48-14C,25may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703 BUILDING,MIDLAND,MIDLAND,48686,157-20,07dec2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 207 BUILDING,MIDLAND,MIDLAND,48686,180-20,19may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 321 BUILDING,MIDLAND,MIDLAND,48686,175-20,28jun2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 322 BUILDING,MIDLAND,MIDLAND,48686,134-20,28jun2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703 BUILDING,MIDLAND,MIDLAND,48686,155-80H,25jun2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 100 BLOCK BUILDING,MIDLAND,MIDLAND,48686,156-20,20sep2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303 BUILDING,MIDLAND,MIDLAND,48686,726-78C,08nov2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 324 BUILDING,MIDLAND,MIDLAND,48686,152-20,11aug2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 502 BUILDING,MIDLAND,MIDLAND,48686,18-18A,28may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 324 BUILDING,MIDLAND,MIDLAND,48686,14-13A,18oct2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 212 BUILDING,MIDLAND,MIDLAND,48686,144-20,16sep2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2504 BUILDING,MIDLAND,MIDLAND,48686,139-20,24may2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
-84.20523297240,43.58999999870,54,DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703 BUILDING,MIDLAND,MIDLAND,48686,920-84C,16nov2021,1,A4043,325211,Plastics Material and Resin Manufacturing,,3901 S SAGINAW ROAD,2021,A4043,Dow Silicones Corporation
